SKU,Size,Order Code,Model #,Description,Trend Description,Quantity,Cnt Qty,Price, CAD Net Price ,Multiplier, USD List Price , USD Net Price ,Weight (lbs),Notes
291328,"16""",,,"16"" 741 VIC FLG ADAPT",16 741 VIC-FLG ADAPT W/E GSKT,,,,,,,,,
291328,"16""",,741,"16"" 741 PAINTED",16 741 VIC-FLG ADPT W/E GSKT,,,,,,,,,
291328,"16""",,741,"16"" 741 GALV",16 741 VIC-FLG ADPT W/E GSKT,,,,,,,,,
292305,"10""",,7,"10"" 07 GALV",10 07 BLK CPLG W/E GSKT,,,1706.5,307.17,0.18,,,23.5,
292305,"10""",,7,"10"" 07 PAINTED",10 07 BLK CPLG W/E GSKT,,,1089.5,196.11,0.18,,,23.5,
292433,"12""",,341,"12"" 341 GALV",12 341 VIC-FLG AWWA ADPT W/M GSKT,,,3290,592.2,0.18,,,,
292433,"12""",,341,"12"" 341 PAINTED",12 341 VIC-FLG AWWA ADPT W/M GSKT,,,2520,453.6,0.18,,,,
292648,"4""",,341,"4"" 341 GALV",4 341 VIC-FLG AWWA ADPT W/M GSKT,,,1114,200.52,0.18,,,,
292648,"4""",,341,"4"" 341 PAINTED",4 341 VIC-FLG AWWA ADPT W/M GSKT,,,896.5,161.37,0.18,,,,
292656,"6""",,341,"6"" 341 GALV",6 341 VIC-FLG AWWA ADPT W/M GSKT,,,1370.5,246.69,0.18,,,,
292656,"6""",,341,"6"" 341 PAINTED",6 341 VIC-FLG AWWA ADPT W/M GSKT,,,1076.5,193.77,0.18,,,,
292664,"8""",,341,"8"" 341 GALV",8 341 VIC-FLG AWWA ADPT W/M GSKT,,,1859,334.62,0.18,,,,
292664,"8""",,341,"8"" 341 PAINTED",8 341 VIC-FLG AWWA ADPT W/M GSKT,,,1331,239.58,0.18,,,,
292719,"10""",,341,"10"" 341 PAINTED",10 341 GALV VIC-FLG ADPT F/CI,,,,,,,,,
292719,"10""",,341,"10"" 341 GALV",10 341 GALV VIC-FLG ADPT F/CI,,,,,,,,,
293474,"2""",,741,"2"" 741 GALV",2 741 VIC-FLG ADPT W/E GSKT,,,457.5,82.35,0.18,,,3.1,
293474,"2""",,741,"2"" 741 PAINTED",2 741 VIC-FLG ADPT W/E GSKT,,,374.5,67.41,0.18,,,3.1,
293474,"2""",,,"2"" 741 VIC FLG ADAPT",2 741 VIC FLG ADAPT W/E GSKT,,,67.73,,,,,,
293911,"2""",,7,"2"" 07 GALV",2 07 BLK CPLG W/E GSKT,,,203,36.54,0.18,,,2.3,
293911,"2""",,7,"2"" 07 PAINTED",2 07 BLK CPLG W/E GSKT,,,137.5,24.75,0.18,,,2.3,
293997,"3""",,7,"3"" 07 GALV",3 07 BLK CPLG W/E GSKT,,,291.5,52.47,0.18,,,3,
293997,"3""",,7,"3"" 07 PAINTED",3 07 BLK CPLG W/E GSKT,,,203,36.54,0.18,,,3,
294144,"4""",,7,"4"" 07 GALV",4 07 BLK CPLG W/E GSKT,,,384,69.12,0.18,,,5.3,
294144,"4""",,7,"4"" 07 PAINTED",4 07 BLK CPLG W/E GSKT,,,263.5,47.43,0.18,,,5.3,
294829,"6""",,7,"6"" 07 PAINTED",6 07 BLK CPLG W/E GSKT,,,445.5,80.19,0.18,,,8.3,
294839,"6""",,7,"6"" 07 GALV",6 07 BLK CPLG W/E GSKT,,,660,118.8,0.18,,,8.3,
294926,"8""",,7,"8"" 07 GALV",8 07 BLK CPLG W/E GSKT,,,951.5,171.27,0.18,,,15.1,
294926,"8""",,7,"8"" 07 PAINTED",8 07 BLK CPLG W/E GSKT,,,671,120.78,0.18,,,15.1,
295610,"1""",,7,"1"" 07 PAINTED",1 07 BLK CPLG W/FST GSKT,,,,,,,,,
295610,"1""",,7,"1"" 07 GALV",1 07 BLK CPLG W/FST GSKT,,,,,,,,,
295613,"1""",,7,"1"" 07 GALV",1 07 BLK CPLG W/E GSKT,,,140.5,25.29,0.18,,,,
295613,"1""",,7,"1"" 07 PAINTED",1 07 BLK CPLG W/E GSKT,,,104,18.72,0.18,,,,
295614,"1-1/2""",,7,"1-1/2"" 07 GALV",1-1/2 07 BLK CPLG W/E GSKT,,,146,26.28,0.18,,,1.6,
295614,"1-1/2""",,7,"1-1/2"" 07 PAINTED",1-1/2 07 BLK CPLG W/E GSKT,,,110.5,19.89,0.18,,,1.6,
295616,"12""",,7,"12"" 07 GALV",12 07 BLK CPLG W/E GSKT,,,2240,403.2,0.18,,,28.2,
295616,"12""",,7,"12"" 07 PAINTED",12 07 BLK CPLG W/E GSKT,,,1502,270.36,0.18,,,28.2,
296849,"8""",,341,"8"" 341 PAINTED",8 341 VIC-FLG AWWA ADPT W/S GSKT,,,,,,,,,
296849,"8""",,341,"8"" 341 GALV",8 341 VIC-FLG AWWA ADPT W/S GSKT,,,,,,,,,
298377,"10""",,341,"10"" 341 GALV",10 341 VIC-FLG AWWA ADPT W/M GSKT,,,2448,440.64,0.18,,,,
298377,"10""",,341,"10"" 341 PAINTED",10 341 VIC-FLG AWWA ADPT W/M GSKT,,,1892,340.56,0.18,,,,
298601,"30""",,W07,"30"" W07 PAINTED",30 W07 CPLG FS-E,,,,,,,,,
298601,"30""",,W07,"30"" W07 GALV",30 W07 CPLG FS-E,,,,,,,,,
299046,"24""",,W07,"24"" W07 PAINTED",24 W07 BLK AGS CPLG W/FST GSKT,,,,,,,,,
299046,"24""",,W07,"24"" W07 GALV",24 W07 BLK AGS CPLG W/FST GSKT,,,,,,,,,
299051,"16""",,W07,"16"" W07 PAINTED",16 W07 BLK AGS CPLG W/FST GSKT,,,,,,,,,
299051,"16""",,W07,"16"" W07 GALV",16 W07 BLK AGS CPLG W/FST GSKT,,,,,,,,,
299053,"20""",,W07,"20"" W07 PAINTED",20 W07 BLK AGS CPLG W/FST GSKT,,,,,,,,,
299053,"20""",,W07,"20"" W07 GALV",20 W07 BLK AGS CPLG W/FST GSKT,,,,,,,,,
299245,"2""",,89,"2"" 89",2 89 GALV CPLG W/E GSKT,,,166,29.88,0.18,,,3.1,
299246,"2-1/2""",,89,"2-1/2"" 89",2-1/2 89 GALV CPLG W/E GSKT,,,209.5,37.71,0.18,,,4,
299247,"3""",,89,"3"" 89",3 89 GALV CPLG W/E GSKT,,,228.5,41.13,0.18,,,4.3,
299248,"4""",,89,"4"" 89",4 89 GALV CPLG W/E GSKT,,,386,69.48,0.18,,,7.5,
299249,"6""",,89,"6"" 89",6 89 GALV CPLG W/E GSKT,,,564.5,101.61,0.18,,,16,
299250,"8""",,89,"8"" 89",8 89 GALV CPLG W/E GSKT,,,913,164.34,0.18,,,26.1,
299251,"10""",,89,"10"" 89",10 89 GALV CPLG W/E GSKT,,,1449.5,260.91,0.18,,,32.8,
299254,"12""",,89,"12"" 89",12 89 GALV CPLG W/E GSKT,,,1730,311.4,0.18,,,46,
299260,"2""",,89,"2"" 89",2 89 GALV CPLG W/FSE GSKT,,,,,,,,,
299261,"2-1/2""",,89,"2-1/2"" 89",2-1/2 89 GALV CPLG W/FSE GSKT,,,,,,,,,
299262,"3""",,89,"3"" 89",3 89 GALV CPLG W/FSE GSKT,,,,,,,,,
299263,"4""",,89,"4"" 89",4 89 GALV CPLG W/FSE GSKT,,,,,,,,,
299264,"6""",,89,"6"" 89",6 89 GALV CPLG W/FSE GSKT,,,,,,,,,
299265,"8""",,89,"8"" 89",8 89 GALV CPLG W/FSE GSKT,,,,,,,,,
299830,"14""",,W07,"14"" W07 GALV",14 W07 BLK AGS CPLG W/FSE GSKT,,,1631.5,293.67,0.18,,,,
299830,"14""",,W07,"14"" W07 PAINTED",14 W07 BLK AGS CPLG W/FSE GSKT,,,1130,203.4,0.18,,,,
299831,"16""",,W07,"16"" W07 GALV",16 W07 BLK AGS CPLG W/FSE GSKT,,,2282,410.76,0.18,,,,
299831,"16""",,W07,"16"" W07 PAINTED",16 W07 BLK AGS CPLG W/FSE GSKT,,,1552.5,279.45,0.18,,,,
299832,"18""",,W07,"18"" W07 GALV",18 W07 BLK AGS CPLG W/FSE GSKT,,,2577,463.86,0.18,,,,
299832,"18""",,W07,"18"" W07 PAINTED",18 W07 BLK AGS CPLG W/FSE GSKT,,,1730.5,311.49,0.18,,,,
299833,"20""",,W07,"20"" W07 GALV",20 W07 BLK AGS CPLG W/FSE GSKT,,,3426.5,616.77,0.18,,,,
299833,"20""",,W07,"20"" W07 PAINTED",20 W07 BLK AGS CPLG W/FSE GSKT,,,2416.5,434.97,0.18,,,,
299834,"24""",,W07,"24"" W07 GALV",24 W07 BLK AGS CPLG W/FSE GSKT,,,4000,720,0.18,,,,
299834,"24""",,W07,"24"" W07 PAINTED",24 W07 BLK AGS CPLG W/FSE GSKT,,,2642,475.56,0.18,,,,
590070,,,,"1-1/2"" S40 PVC PIPE (6ft)",1-1/2 S40 PVC PIPE SBE WHT 20',,,7.65,,,,,,
590410,,,,"1-1/2"" PVC CPLG",1-1/2 S40 PVC CPLG S-S WHT,,,0.34,,,,,,
590525,,,,"1-1/2"" PVC 90 ELBOW",1-1/2 S40 PVC 90 ELL S-S WHT,,,0.54,,,,,,
711014,"2""",,,"2"" COPP",2 CERT K SOFT COP 20'LN,1,,,,,,,,
3032752,"2"" x 2-1/2""",,,"2"" x 2-1/2"" BRS NIP",2x2-1/2 STD BRS NIP,1,,,,,,,,
3032973,"2"" x 6""",,,"2"" x 6"" BRS NIP",2x6 STD BRD NIP,2,,,,,,,,
4420100,,,,M53 SUMP PUMP  ,M53 1/3 HP SUBM EFFL PMP,,,160.44,,,,,,
4571373,,,,"1-1/2"" CHECK VALVE",300102 1-1/2 PVC UNICHK UNION VLV,,,20.16,,,,,,
6490001,,,,"1"" 15A.3SV VALMATIC AIR REL VLV",1 VALMATIC 15A.3SV AIR REL VLV,,,123.2,,,,,,
6490002,,,,"1"" 201X.2SV VALMATIC AIR REL VLV",1 VALMATIC 201C.2SV COM VLV,,,646,,,,,,"$491.68 (old price) - changed August 6, 2019 per Parri"
6492012,,,,"2"" 202 COMB AIR REL VLV #150",202C 2 COMB AIR REL VALVE 150#,,,589,,,,,,
6494052,,,,"1"" 201C COMB AIR REL VLV #300",201C 1 COMB AIR REL VALVE 300#,,,414,,,,,,
6511286,"2""",,,"2"" CURB STOP",B-20200 2 MUELLER FIPXFI,1,,,,,,,,
6514142,"2""",,,"2"" RB MIP x COMP",2 H15428-NL ADPT 110-MIP,2,,,,,,,,
7021917,,,,ADD FOR STRAINER,380 2 BRZ IP Y STRNR,1,,150,,,,,,
7452601,"4""",,DJ400,"4"" DJ400",DJ400 4 DISMAN JNT EC,,,,571.16,0.61,668.81,407.97,36,
7452602,"6""",,DJ400,"6"" DJ400",DJ400 6 DISMAN JNT EC,,,,713.96,0.61,836.02,509.97,55,
7452603,"8""",,DJ400,"8"" DJ400",DJ400 8 DISMAN JNT EC,,,,856.77,0.61,1003.24,611.98,72,
KIT,,,,SAFETY LADDER,CWS-SAFETY LADDER C/W SAFETY POST,,,321,,,,,,"All ladders come with a safety post, a pair of wall OR ceiling brackets and a pair of floor brackets"
KIT,1500MM,,,1500MM FROST COVER,1500 MM FROST COVER,,,210.06,,,,,,
KIT,1800MM,,,1800MM FROST COVER,1800 MM FROST COVER,,,210.06,,,,,,
KIT,,,,M53 SUMP PUMP KIT,M53 PUMP KIT,,,185,,,,,,
KIT,"16""",,,"16"" NBG SS","16"" NUTS/BOLTS/GASKETS KIT SS",,,123.09,,,,,,
KIT,1200MM,,,1200MM FROST COVER,1200 MM FROST COVER,,,106.64,,,,,,
KIT,"2"" - 8""",,,"2"" - 8"" SS PIPE STD FLG",2-8 SS FLG TYPE,,,95,,,,,,
KIT,"14""",,,"14"" NBG SS","14"" NUTS/BOLTS/GASKETS KIT SS",,,90.51,,,,,,
KIT,"10""",,,"10"" SS PIPE STD SDL",10-12 SS SDL TYPE,,,75,,,,,,
KIT,"10""",,,"10"" SS PIPE STD FLG",10-12 SS FLG TYPE,,,75,,,,,,
KIT,"2"" - 8""",,,"2"" - 8"" SS PIPE STD SDL",2-8 SS SDL TYPE,,,70,,,,,,
KIT,"12""",,,"12"" NBG SS","12"" NUTS/BOLTS/GASKETS KIT SS",,,63.68,,,,,,
KIT,"10""",,,"10"" NBG SS","10"" NUTS/BOLTS/GASKETS KIT SS",,,60.99,,,,,,
KIT,,,,PRESSURE GUAGE KIT,PRESSURE GUAGE KIT,,,59.33,,,,,,
KIT,"12""",,,"12"" PIPE STD FLG",12 FLG TYPE,,,50,,,,,,
KIT,"10""",,,"10"" PIPE STD FLG",10 FLG TYPE,,,48,,,,,,
KIT,"2"" - 8""",,,"2"" - 8"" PIPE STD FLG",2-8 FLG TYPE,,,46,,,,,,
KIT,"12""",,,"12"" PIPE STD SDL",12 SDL TYPE,,,40,,,,,,
KIT,"10""",,,"10"" PIPE STD SDL",10 SDL TYPE,,,38,,,,,,Sell: $90.00 wholesale - $110.00 retail
KIT,"2"" - 8""",,,"2"" - 8"" PIPE STD SDL",2-8 SDL TYPE,,,36,,,,,,
KIT,"12""",,,"12"" NBG","12"" NUTS/BOLTS/GASKETS KIT",,,31.68,,,,,,
KIT,"8""",,,"8"" NBG SS","8"" NUTS/BOLTS/GASKETS KIT SS",,,29.24,,,,,,
KIT,"10""",,,"10"" NBG","10"" NUTS/BOLTS/GASKETS KIT",,,28.3,,,,,,
KIT,"6""",,,"6"" NBG SS","6"" NUTS/BOLTS/GASKETS KIT SS",,,25.86,,,,,,
KIT,"8""",,,"8"" NBG","8"" NUTS/BOLTS/GASKETS KIT",,,21.49,,,,,,
KIT,"6""",,,"6"" NBG","6"" NUTS/BOLTS/GASKETS KIT",,,20.14,,,,,,
KIT,"4""",,,"4"" NBG SS","4"" NUTS/BOLTS/GASKETS KIT SS",,,17.52,,,,,,
KIT,"3""",,,"3"" NBG SS","3"" NUTS/BOLTS/GASKETS KIT SS",,,9.46,,,,,,
KIT,"4""",,,"4"" NBG","4"" NUTS/BOLTS/GASKETS KIT",,,8.79,,,,,,
KIT,"2""",,,"2"" NBG SS","2"" NUTS/BOLTS/GASKETS KIT SS",,,7.91,,,,,,
KIT,"3""",,,"3"" NBG","3"" NUTS/BOLTS/GASKETS KIT",,,4.71,,,,,,
KIT,"2""",,,"2"" NBG","2"" NUTS/BOLTS/GASKETS KIT",,,3.62,,,,,,
NS1,,,,900MM MANHOLE BARREL STEP LID W/ RUNG,,,,   ,,,,,510,
NS2,"24""",,,"24"" VIC TEE PAINTED",,,,22789,4102.02,0.18,,,,
NS3,"20""",,,"20"" VIC TEE PAINTED",,,,18952,3411.36,0.18,,,,
NS4,"18""",,,"18"" VIC TEE PAINTED",,,,18560.5,3340.89,0.18,,,,
NS5,"16""",,,"16"" VIC TEE PAINTED",,,,16055.5,2889.99,0.18,,,,
NS6,"14""",,,"14"" VIC TEE PAINTED",,,,14314,2576.52,0.18,,,,
NS7,"10""",112055,757 OSY F X G,,,,,13355.74,,,,,,
NS8,"10""",122794,LF709-OSY,,,,,10162.66,,,,,,
NS9,"8""",191578,757 OSY F X G,,,,,9737.22,,,,,,
NS10,"10""",122793,LF709-NRS,,,,,9438.95,,,,,,
NS11,"10""",111905,757 BFG,,,,,7994.03,,,,,,
NS12,"8""",122791,LF709-OSY,,,,,6579.79,,,,,,
NS13,,,,5213 CONCRETE VAULT TOP,,,,6556,,,,,22500,
NS14,"8""",122800,LF709-NRS,,,,,6147.06,,,,,,
NS15,,,,5213 CONCRETE VAULT BOTTOM,,,,6116,,,,,21000,
NS16,"10""",111607,957 NRS,,,,,6089.44,,,,,,
NS17,"10""",111589,957 OSY,,,,,6089.44,,,,,,
NS18,,,,4213 CONCRETE VAULT TOP,,,,6028,,,,,20300,
NS19,,,,4212.5 CONCRETE VAULT TOP,,,,5704,,,,,17300,
NS20,,,16791,3152 COMMUNICATIONS VAULT,,,,5633.6,,,,,22310,
NS21,,,,5212 CONCRETE VAULT TOP,,,,5512,,,,,17500,
NS22,,,,47213 CONCRETE VAULT TOP,,,,5460,,,,,18400,
NS23,,,,5212 CONCRETE VAULT BOTTOM,,,,5356,,,,,17000,
NS24,"8""",111606,957 NRS,,,,,5313.5,,,,,,
NS25,"8""",111588,957 OSY,,,,,5313.5,,,,,,
NS26,"12""",,,"12"" VIC TEE GALV",,,,5205.5,936.99,0.18,,,,
NS27,,,,4213 CONCRETE VAULT BOTTOM,,,,5204,,,,,17225,
NS28,"10""",111527,757 NRS,,,,,4959.27,,,,,721,
NS29,"10""",111515,757 OSY,,,,,4959.27,,,,,781,
NS30,,,,4212.5 CONCRETE VAULT BOTTOM,,,,4696,,,,,14250,
NS31,,,16790,3152 WATER METER VAULT,,,,4686,,,,,23720,
NS32,,,,47213 CONCRETE VAULT BOTTOM,,,,4648,,,,,15675,
NS33,,,,5213 CONCRETE VAULT LID,,,,4532,,,,,10025,
NS34,,,,5212 CONCRETE VAULT LID,,,,4532,,,,,10025,
NS35,,,VC47-0T-ZZZZ,4712 CHAMBER TOP,,,,4364.7,,,,,28400,
NS36,,,,47212 CONCRETE VAULT TOP,,,,4320,,,,,14570,
NS37,,,,3151 CONCRETE VAULT SLAB LID,,,,4264,,,,,2555,
NS38,,,VC31-5C-3151,3151 ROOF SLAB W/ GALV FRAME& 832 GALV PDLK STL LIDS,,,,4251.1,,,,,6600,
NS39,,,16785,3151 HATCH LID W/ GALV INNER FRAME & GALV STL LIDS W/ PDLCK RECESS,,,,4237.2,,,,,4930,
NS40,,,VC22-59-2221,2221 COLLAR W/DBL HNGD GALV STL LID,,,,4207.5,,,,,3400,
NS41,"8""",601260,PV10M, ,,,,4164.52,,,,,,
NS42,,,16784,3151 HATCH LID W/ GALV INNER FRAME & GALV STL LIDS,,,,3972.4,,,,,4930,
NS43,,,VC47-20-ZZZZ,4712 CHAMBER BOTTOM,,,,3913.1,,,,,23700,
NS44,"8""",111538,757 BFG,,,,,3911.33,,,,,,
NS45,"8""",111526,757 NRS,,,,,3911.22,,,,,438,
NS46,,,,4211 CHAMBER BOTTOM,,,,3900.4,,,,,,
NS47,,,,3153 CONCRETE VAULT TOP,,,,3892,,,,,10725,
NS48,,,VC22-20-2221,2221 CHAMBER BOTTOM,,,,3868,,,,,23000,
NS49,,,,4211 CHAMBER TOP,,,,3856.8,,,,,,
NS50,,,,47213 CONCRETE VAULT LID,,,,3844,,,,,9370,
NS51,,,,47212 CONCRETE VAULT LID,,,,3844,,,,,9370,
NS52,,,,47212 CONCRETE VAULT BOTTOM,,,,3708,,,,,12500,
NS53,,,VC22-51-2221,2221 COLLAR W/ DBL HNGD PAINTED STL LID,,,,3700,,,,,3400,
NS54,,,16783,3151 HATCH LID W/ GALV INNER FRAME & PAINTED STL LIDS,,,,3654.6,,,,,4930,
NS55,"10""",,,"10"" VIC TEE GALV",,,,3642,655.56,0.18,,,,
NS56,"6""",122790,LF709-OSY,,,,,3615.07,,,,,,
NS57,,,VC31-59-3151,3151 ROOF SLAB W/ GALV FRAME & 832 GALV STL LIDS,,,,3610,,,,,6600,
NS58,,,SVZZ-5C-L832,832 COLLAR W / GALV LID & PDLCK RECESS,,,,3386.5,,,,,1720,
NS59,,,,4213 CONCRETE VAULT LID,,,,3376,,,,,8220,
NS60,,,,4212.5 CONCRETE VAULT LID,,,,3376,,,,,8220,
NS61,,,,4212 CONCRETE VAULT LID,,,,3376,,,,,8220,
NS62,"4""",191576,757 OSY F X G,,,,,3355,,,,,,
NS63,,,,2400MM MANHOLE BARREL BOTTOM BASE,,,,3318.2,,,,,20900,
NS64,,,VC31-51-3151,3151 ROOF SLAB W/ GALV FRAME & 832 PAINTED STL LIDS,,,,3302.4,,,,,6600,
NS65,"6""",122792,LF709-NRS,,,,,3262.18,,,,,,
NS66,,,16700,2122 SERVICE VAULT 2102 TELUS STYLE COMMUNICATIONS VAULT,,,,3180.8,,,,,11200,
NS67,"6""",601504,PV10M, ,,,,3180.2,,,,,,
NS68,,,16728,2122 SERVICE VAULT COMMUNICATIONS VAULT,,,,3124.9,,,,,12900,
NS69,"8""",,,"8"" VIC TEE GALV",,,,3078,554.04,0.18,,,,
NS70,"12""",,,"12"" VIC TEE PAINTED",,,,3058,550.44,0.18,,,,
NS71,,,,3153 CONCRETE VAULT BOTTOM,,,,3008,,,,,8250,
NS72,,,VC31-A0-ZZZZ,3151 CUSTOM ROOF SLAB FOR CUSTOM HATCH,,,,2894.6,,,,,8000,
NS73,"6""",111605,957 NRS,,,,,2845.11,,,,,,
NS74,"3""",191575,757 OSY F X G,,,,,2741.56,,,,,,
NS75,473030,,,473030 EXTENDED WIDE TOP SECTION CONCRETE CHAMBER SPRAY FOAM,,,,2700,,,,,,
NS76,,,SVZZ-55-0832,832 COLLAR LIGHTWEIGHT W/ 3 2121 PAINTED STL LIDS,,,,2465.3,,,,,1720,
NS77,,,VC21-5C-21RR,2121 COLLAR W/ GALV FRAME & 2 GALV LW SRL LID W/ PDLK RECESS & RR,,,,2423.1,,,,,2400,
NS78,4712,,,4712 EXTENDED WIDE CONCRETE CHAMBER SPRAY FOAM,,,,2400,,,,,,
NS79,,,16781,3151 WATER METER VAULT,,,,2330.5,,,,,11526,
NS80,"4""",122789,LF709-OSY,,,,,2258.93,,,,,,
NS81,"8""",,,"8"" VIC TEE PAINTED",,,,2251.5,405.27,0.18,,,,
NS82,"10""",,,"10"" VIC TEE PAINTED",,,,2250,405,0.18,,,,
NS83,,,VC15-AA-0300,1.5M ROOF SLAB FOR CUSTOM HATCH - 305MM THICK,,,,2221.3,,,,,2500,
NS84,,,VC31-20-ZZZZ,3151 CHAMBER,,,,2218.2,,,,,12500,
NS85,4212,,,4212 EXTENDED WIDE CONCRETE CHAMBER SPRAY FOAM,,,,2200,,,,,,
NS86,,,16711,2121 SERVICE VAULT HATCH LID W/ GALV INNER FRAME & GALV STL LIDS,,,,2168.7,,,,,3000,
NS87,"28""",,CORE-RS-0711,"CORE 28"" FOR 12"" WALL",,,,2091.6,,,,,,
NS88,,,,1800MM MANHOLE BARREL BOTTOM BASE,,,,2069.12,,,,,12625,
NS89,,,,3151 CONCRETE VAULT BOTTOM,,,,2056,,,,,6085,
NS90,,,,3151 CONCRETE VAULT BOTTOM,,,,2052,,,,,6085,
NS91,,,VC18-0T-ZZZZ,1818 CHAMBER TOP,,,,2051.8,,,,,10700,
NS92,,,VC31-A1-ZZZZ,3151 CUSTOM ROOF SLAB FOR MH ENTRY,,,,2013.1,,,,,6900,
NS93,,,VC17-AA-ZZZZ,1.7M ROOF SLAB FOR CUSTOM HATCH,,,,2003.8,,,,,3100,
NS94,,,,2400MM MANHOLE BARREL RISER x 910,,,,1980.16,,,,,9265,
NS95,,,VC18-20-ZZZZ,1818 CHAMBER BOTTOM,,,,1973.6,,,,,12360,
NS96,,,VC21-A0-ZZZZ,2121 ROOF SLAB FOR CUSTOM HATCH W/O SKIRT,,,,1970.1,,,,,3500,
NS97,"4""",122752,LF709-NRS,,,,,1954.85,,,,,,
NS98,,,16717,2121 SERVICE VAULT HATCH LID W/ GALV INNER FRAME & PAINTED STL LIDS,,,,1950.1,,,,,3000,
NS99,,,,2121 CONCRETE VAULT SLAB LID,,,,1924,,,,,950,
NS100,,,,2123 CONCRETE VAULT TOP,,,,1916,,,,,4595,
NS101,,,,2123 CONCRETE VAULT BOTTOM,,,,1908,,,,,4595,
NS102,,,SVZZ-5C-1500,1.5M COLLAR W/ GALV LID & PDLCK RECESS,,,,1907,,,,,1000,
NS103,,,,3151 CONCRETE VAULT SLAB LID,,,,1904,,,,,2555,
NS104,4712,,,4712 CONCRETE CHAMBER SPRAY FOAM,,,,1900,,,,,,
NS105,,,VC21-59-2121,2121 COLLAR W/ GALV FRAME & 2 GALV LW STL COVERS,,,,1899.2,,,,,2400,
NS106,,,16598,1.5M SERVICE VAULT BLVD (OFF-ROAD) USE H20 STATIC - GALV W/ PDLCK RECESS,,,,1892.3,,,,,1000,
NS107,,,16769,832 SERVICE BOX COMMUNICATION VAULT,,,,1882.7,,,,,4100,
NS108,"6""", ,757 OSY F X G,,,,,1865.81,,,,,,
NS109,,,,2400MM MANHOLE BARREL STEP LID W/ RUNG,,,,1860,,,,,8400,
NS110,"6""",,,"6"" VIC TEE GALV",,,,1827.5,328.95,0.18,,,,
NS111,,,16595,1.5M SERVICE VAULT BLVD (OFF-ROAD) USE H20 STATIC - GALV,,,,1818.1,,,,,1000,
NS112,"3""",122786,LF709-OSY,,,,,1809.27,,,,,,
NS113,,,16782,3151 ROOF SLAB,,,,1800.8,,,,,6305,
NS114,,,VC15-AA-ZZZZ,1.5M ROOF SLAB FOR CUSTOM HATCH,,,,1799.6,,,,,2400,
NS115,,,16705,2121 SERVICE VAULT COMMUNICATIONS VAULT,,,,1782.5,,,,,6700,
NS116,"4""",111604,957 NRS,,,,,1771.11,,,,,,
NS117,"4""",111586,957 OSY,,,,,1771.11,,,,,,
NS118,"6""",111525,757 NRS,,,,,1752.27,,,,,273,
NS119,"6""",111513,757 OSY,,,,,1752.27,,,,,295,
NS120,,,VCZZ-ZZ-SHORT,SHORT POUR AND LARGE CHAMBER,,1,,1745.8,,,,,,
NS121,,,16768,832 SERVICE BOX VAULT,,,,1745,,,,,4100,
NS122,,,16526,1.2M SERVICE VAULT BLVD (OFF-ROAD) USE B20 STATIC - GALV W/ PDLCK RECESS,,,,1728.6,,,,,700,
NS123,4212,,,4212 CONCRETE CHAMBER SPRAY FOAM,,,,1700,,,,,,
NS124,302625,,,302625 CONCRETE CHAMBER SPRAY FOAM,,,,1700,,,,,,
NS125,"2-1/2""",122785,LF709-OSY,,,,,1660.1,,,,,,
NS126,,,VC22-A0-ZZZZ,2221 ROOF SLAB,,,,1647.8,,,,,7600,
NS127,,,VC31-AA-4896-BCIN,"3151 CUSTOM ROOF SLAB FOR 48"" x 96"" HATCH",,,,1643.1,,,,,5500,
NS128,,,VC31-AA-3672-BCIN,"3151 CUSTOM ROOF SLAB FOR 36"" x 72"" HATCH",,,,1643.1,,,,,5500,
NS129,,,16710,2121 SERVICE VAULT ROOF SLAB W/ 915 OPENING & GROOVE,,,,1641,,,,,3200,
NS130,,,16523,1.2M SERVICE VAULT BLVD (OFF-ROAD) USE H20 STATIC - GALV,,,,1632.3,,,,,700,
NS131,,,VC21-40-2121,2121 CUSTOM VAULT RISER,,,,1618.5,,,,,4000,
NS132,,,,1500MM MANHOLE BARREL BOTTOM BASE,,,,1601.36,,,,,8815,
NS133,"4""",601211,PV10M, ,,,,1571.72,,,,,,
NS134,,,16601,1.5M SERVICE VAULT BLVD (OFF-ROAD) USE H20 STATIC - PAINTED,,,,1564.9,,,,,1000,
NS135,"3""",111603,957 NRS,,,,,1518.14,,,,,,
NS136,"3""",111585,957 OSY,,,,,1518.14,,,,,,
NS137,,,16283,4040 SERVICE BOX HATCH LID W/ GALV STL LIDS & PDLCK RECESS,,,,1516.7,,,,,480,
NS138,"3""",122788,LF709-NRS,,,,,1497.43,,,,,,
NS139,,,SVZZ-59-1500,1.5M COLLAR W/ GALV LID,,,,1429.1,,,,,1000,
NS140,"2-1/2""",111602,957 NRS,,,,,1422.56,,,,,,
NS141,"2-1/2""",111584,957 OSY,,,,,1422.56,,,,,,
NS142,,,16723,2121 SERVICE VAULT WATER METER VAULT,,,,1419.5,,,,,6700,
NS143,"2-1/2""",122787,LF709-NRS, ,,,,1418.48,,,,,,
NS144,"3""",111523,757 NRS,,,,,1407.86,,,,,131,
NS145,"24""",,CORE-RS-0610,"CORE 24"" FOR 12"" WALL",,,,1395.6,,,,,,
NS146,,,16532,1.2M SERVICE VAULT BLVD (OFF-ROAD) USE H20 STATIC - PAINTED,,,,1372.3,,,,,700,
NS147,,,VC21-AA-3672-BCIN,"2121 ROOF SLAB FOR 36"" x 72"" HATCH",,,,1367.5,,,,,2400,
